id,original_title,genres,cast,director,screenplay,keywords
7735,Die Welle,"['Drama', 'Thriller']","['JürgenVogel', 'FrederickLau', 'MaxRiemelt', 'JenniferUlrich', 'ChristianePaul']",['Dennis Gansel'],['Dennis Gansel'],"['dictator', 'trainer', 'classroom', 'fascism', 'groupdynamics', 'education', 'nationalsocialism', 'training', 'squatter', 'anarchist', 'group', 'gymnasium', 'learningandteaching', 'violenceinschools', 'homepage', 'socialexperiment']"
301365,The Neon Demon,"['Thriller', 'Horror']","['ElleFanning', 'KarlGlusman', 'JenaMalone', 'BellaHeathcote', 'AbbeyLee']",['Nicolas Winding Refn'],['Mary Laws'],['model']
25941,Harry Brown,"['Thriller', 'Crime', 'Drama', 'Action']","['MichaelCaine', 'EmilyMortimer', 'IainGlen', 'LeeOakes', 'LiamCunningham']",['Daniel Barber'],['Gary Young'],"['self-defense', 'widower']"
7326,Juno,"['Comedy', 'Drama', 'Romance']","['EllenPage', 'MichaelCera', 'JenniferGarner', 'JasonBateman', 'AllisonJanney']",['Jason Reitman'],['Diablo Cody'],"['sexuality', 'becominganadult', 'puberty', 'firsttime', 'oscaraward', 'pregnancyandbirth', 'pregnantminor', 'precocity', 'partnership', 'teenager', 'teenagepregnancy']"
681,Diamonds Are Forever,"['Adventure', 'Action', 'Thriller']","['SeanConnery', 'JillSt.John', 'CharlesGray', 'LanaWood', 'JimmyDean']",['Guy Hamilton'],['Richard Maibaum'],"['spy', 'fight', 'secretorganization', 'satellite', 'secretagent', 'plasticsurgery', 'smuggling', 'murder', 'extortion', 'violence', 'millionaire', 'fingerprints', 'dirtbike', 'womandrowned', 'casinoowner', 'oldwomanmurdered', 'highdive', 'genderdisguise', 'aftercreditsstinger', 'mastervillain']"
238,The Godfather,"['Drama', 'Crime']","['MarlonBrando', 'AlPacino', 'JamesCaan', 'RichardS.Castellano', 'RobertDuvall']",['Francis Ford Coppola'],['Mario Puzo'],"['italy', 'loveatfirstsight', 'lossoffather', 'patriarch', 'organizedcrime', 'mafia', 'lawyer', 'italianamerican', 'crimefamily', 'risetopower', 'mobboss', '1940s']"
535,Flashdance,"['Drama', 'Music', 'Romance']","['JenniferBeals', 'MichaelNouri', 'LiliaSkala', 'KyleT.Heffner', 'SunnyJohnson']",['Adrian Lyne'],['Thomas Hedley Jr.'],"['dancing', 'dance', 'locksmith', 'welder']"
19913,(500) Days of Summer,"['Comedy', 'Drama', 'Romance']","['JosephGordon-Levitt', 'ZooeyDeschanel', 'ChloëGraceMoretz', 'GeoffreyArend', 'MatthewGrayGubler']",['Marc Webb'],['Michael H. Weber'],"['date', 'sex', 'jealousy', 'fight', 'architect', 'gallery', 'interview', 'sister', 'party', 'love', 'friends', 'fate', 'losangeles', 'summer', 'ikea', 'year', 'heartache']"
713,The Piano,"['Drama', 'Romance']","['HollyHunter', 'HarveyKeitel', 'SamNeill', 'AnnaPaquin', 'CliffCurtis']",['Jane Campion'],['Jane Campion'],"['lovetriangle', 'scotland', 'mother', 'adultery', 'sexuality', 'jealousy', 'cultureclash', 'isolation', 'eroticism', 'strangeness', 'penalty', 'violenthusband', 'newzealand', 'maori', 'arrangedmarriage', 'pianolessons', 'settler', 'wilderness', 'deceivedhusband', 'marriage', 'secretlove', 'womandirector']"
77930,Magic Mike,"['Drama', 'Comedy']","['ChanningTatum', 'MatthewMcConaughey', 'AlexPettyfer', 'CodyHorn', 'OliviaMunn']",['Steven Soderbergh'],['Reid Carolin'],"['dancing', 'florida', 'stripclub', 'malestripper', 'novice']"
10727,Darkness Falls,"['Thriller', 'Horror']","['ChaneyKley', 'EmmaCaulfield', 'LeeCormie', 'GrantPiro', 'SullivanStapleton']",['Jonathan Liebesman'],['Joe Harris'],"['witch', 'lossofmother', 'smalltown', 'deathpenalty', 'lighthouse', 'cowardliness', 'spirit', 'witchhunt']"
253,Live and Let Die,"['Adventure', 'Action', 'Thriller']","['RogerMoore', 'YaphetKotto', 'JaneSeymour', 'CliftonJames', 'JuliusHarris']",['Guy Hamilton'],['Tom Mankiewicz'],"['londonengland', 'newyork', 'bomb', 'england', 'spy', 'sheriff', 'dualidentity', 'secretidentity', 'drugtraffic', 'tarotcards', 'heroin', 'crocodile', 'jamaica', 'secretmission', 'secretintelligenceservice', 'motorboat', 'drugsmuggle', 'voodoo', 'tombstone', 'aftercreditsstinger']"
17908,My Dog Skip,"['Comedy', 'Drama', 'Family']","['FrankieMuniz', 'DianeLane', 'KevinBacon', 'LukeWilson', 'ChaonCross']",['Jay Russell'],['Gail Gilchriest'],"['mississippi', 'childhoodmemory', 'dog']"
57119,Jumping the Broom,['Comedy'],"['PaulaPatton', 'JulieBowen', 'MeaganGood', 'MikeEpps', 'AngelaBassett']",['Salim Akil'],['Elizabeth Hunter'],"['africanamerican', 'wedding', 'classdifferences', '""marthasvineyard""']"
3291,"Good Night, and Good Luck.","['Drama', 'History']","['DavidStrathairn', 'JeffDaniels', 'AlexBorstein', 'RoseAbdoo', 'DianneReeves']",['George Clooney'],['Grant Heslov'],"['telecaster', 'communist', 'politicalactivism', 'tvshow', 'politician', 'government', 'anti-communism']"
398,Capote,"['Crime', 'Drama']","['PhilipSeymourHoffman', 'AllieMickelson', 'CraigArchibald', 'BronwenColeman', 'KateShindle']",['Bennett Miller'],['Dan Futterman'],"['gay', 'self-fulfillingprophecy', 'basedonnovel', 'journalism', 'identity', 'dream', 'literatureresearch', 'literature', 'dyinganddeath', 'biography']"
8068,Desperado,"['Thriller', 'Action', 'Crime']","['AntonioBanderas', 'SalmaHayek', 'JoaquimdeAlmeida', 'CheechMarin', 'SteveBuscemi']",['Robert Rodriguez'],['Robert Rodriguez'],"['gunslinger', 'antiterror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragichero', 'shootout', 'mariachi', 'explosion', 'extremeviolence', 'brutality', 'druglord', 'legbrace', 'concealedweapon', 'flashback', 'bookstore']"
10803,Logan's Run,"['Adventure', 'Action', 'Romance', 'ScienceFiction']","['MichaelYork', 'RichardJordan', 'JennyAgutter', 'RoscoeLeeBrowne', 'FarrahFawcett']",['Michael Anderson'],['David Zelag Goodman'],"['femalenudity', 'killerrobot', 'nudity', 'utopia', 'teleportation', 'post-apocalyptic', 'dystopia', 'plasticsurgery', 'escape', 'fugitive', 'robot', 'domedcity', 'dystopicfuture', 'totalitarianism', 'populationcontrol']"
682,The Man with the Golden Gun,"['Adventure', 'Action', 'Thriller']","['RogerMoore', 'ChristopherLee', 'BrittEkland', 'MaudAdams', 'HervéVillechaize']",['Guy Hamilton'],['Richard Maibaum'],"['londonengland', 'england', 'martialarts', 'assassin', 'exoticisland', 'gold', 'hitman', 'secretmission', 'villain', 'bangkok', 'thailand', 'floatplane', 'karate', 'hongkong', 'duel', 'pistol', 'secretservice', 'aftercreditsstinger']"
10117,Action Jackson,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']","['CarlWeathers', 'CraigT.Nelson', 'Vanity', 'SharonStone', 'ThomasF.Wilson']",['Craig R. Baxley'],['Robert Reneau'],"['showdown', 'suspicionofmurder', 'boxer', 'suspension', 'organizedcrime', 'shootout', 'carchase', 'detroit', 'drugaddict', 'oneagainstmany', 'megalomaniac', 'maverickcop', 'framedformurder', 'barfight', 'explodingboat', 'actionhero']"
79316,Devil's Due,['Horror'],"['AllisonMiller', 'ZachGilford', 'SamAnderson', 'RobertBelushi', 'CatherineKresge']",['Tyler Gillett'],['Lindsay Devlin'],['foundfootage']
1696,The Devil's Rejects,"['Drama', 'Horror', 'Crime']","['SidHaig', 'BillMoseley', 'SheriMoonZombie', 'WilliamForsythe', 'KenForee']",['Rob Zombie'],['Rob Zombie'],"['sadistic', 'killing', 'fire', 'sheriff', 'bountyhunter', 'cocaine', 'motel', 'ax', 'sadism', 'psychopath', 'roadtrip', 'sequel', 'murder', 'rampage', 'antisocialpersonalitydisorder', 'serialkiller', 'shootout', 'torture', 'corpse', 'sadist', 'extremeviolence', 'brutality', 'maniac', 'violence', 'stabbing', 'killingspree', 'heldatgunpoint', 'cultfilm', 'roadkill', 'macabre', 'misogynist', 'roadmovie', 'killerclown', 'paintedface', 'evilclown', 'homicidalmaniac', 'sadistichorror']"
2662,House of 1000 Corpses,['Horror'],"['SidHaig', 'BillMoseley', 'SheriMoonZombie', 'KarenBlack', 'ErinDaniels']",['Rob Zombie'],['Rob Zombie'],"['upperclass', 'halloween', 'psychopath', 'urbanlegend', 'youth', 'satanicritual']"
44718,Get Low,"['Comedy', 'Drama', 'Mystery']","['BillMurray', 'SissySpacek', 'RobertDuvall', 'LucasBlack', 'BillCobbs']",['Aaron Schneider'],['Chris Provenzano'],['independentfilm']
11342,Warlock,"['Adventure', 'Comedy', 'Fantasy', 'Horror']","['JulianSands', 'LoriSinger', 'RichardE.Grant', 'MaryWoronov', '""KevinOBrien""']",['Steve Miner'],['David Twohy'],"['witch', 'cemetery', 'magic', 'timetravel', 'aging', 'curse', 'warlock', 'witchhunter']"
34653,A Single Man,"['Drama', 'Romance']","['ColinFirth', 'JulianneMoore', 'NicholasHoult', 'MatthewGoode', 'JonKortajarena']",['Tom Ford'],['David Scearce'],"['gay', 'basedonnovel', 'suicidal', 'deathoflover', 'teacherstudentrelationship', 'grieving', '1960s']"
11051,The Last Temptation of Christ,['Drama'],"['WillemDafoe', 'HarveyKeitel', 'BarbaraHershey', 'DavidBowie', 'HarryDeanStanton']",['Martin Scorsese'],['Paul Schrader'],"['christianity', 'traitor', 'jesuschrist', 'roman', 'crucifixion', 'longing', 'moralconflict', 'cross', 'blasphemy', 'temptation', 'marymagdalene']"
9555,Rabbit-Proof Fence,"['Adventure', 'Drama', 'Action', 'History']","['EverlynSampi', 'TiannaSansbury', 'LauraMonaghan', 'KennethBranagh', 'DavidGulpilil']",['Phillip Noyce'],['Christine Olsen'],"['childabuse', 'sistersisterrelationship', 'prosecution', 'australia', 'approvedschool', 'basedontruestory', 'independentfilm', 'tracker', 'survival', 'outback', 'colonialism', 'australianaborigine', 'australianoutback', 'aboriginal', 'aborigine', 'perth']"
4251,Veer-Zaara,"['Drama', 'Romance']","['ShahRukhKhan', 'PreityZinta', 'RaniMukerji', 'AmitabhBachchan', 'HemaMalini']",['Yash Chopra'],['Aditya Chopra'],"['""loveofoneslife""', 'pilot', 'classsociety', 'pakistan', 'india', 'kashmirconflict']"
12271,Factory Girl,['Drama'],"['SiennaMiller', 'GuyPearce', 'HaydenChristensen', 'MenaSuvari', 'JimmyFallon']",['George Hickenlooper'],['Captain Mauzner'],"['newyork', 'alcohol', 'sex', 'infidelity', 'nudity', 'artist', 'gallery', 'interview', 'studio', 'biography', 'addiction', 'party', 'love', 'independentfilm', 'singer', 'art', 'drug', 'gayman', 'socialite', 'scene', 'film', 'warhol']"
71859,We Need to Talk About Kevin,"['Drama', 'Thriller']","['JohnC.Reilly', 'TildaSwinton', 'EzraMiller', 'SiobhanFallon', 'JasperNewell']",['Lynne Ramsay'],['Rory Stewart Kinnear'],"['suburb', 'violence', 'killingspree', 'prisonvisit', 'guineapig', 'brokenarm', 'pottytraining', 'womandirector']"
33676,Losin' It,['Comedy'],"['TomCruise', 'JackieEarleHaley', 'JohnStockwell', 'JohnP.Navin', 'Jr.']",['Curtis Hanson'],['Bill L. Norton'],"['malenudity', 'femalenudity', 'mexico', 'prostitute', 'nudity', 'highschool', 'lockerroom', 'independentfilm', 'teensexcomedy', 'teenager', 'canuxploitation', 'virginity']"
25388,March or Die,"['Action', 'Adventure', 'Drama', 'War']","['GeneHackman', 'TerenceHill', 'CatherineDeneuve', 'IanHolm', '""JackOHalloran""']",['Dick Richards'],['David Zelag Goodman'],"['gypsy', 'middleeast', 'foreignlegion', 'wilderness', 'archaeologist']"
11687,Les visiteurs,"['Fantasy', 'Comedy', 'ScienceFiction']","['JeanReno', 'ValérieLemercier', 'ChristianClavier', 'Marie-AnneChazel', 'ChristianBujeau']",['Jean-Marie Poiré'],['Jean-Marie Poiré'],"['servant', 'timetravel', 'clumsyfellow', 'middleages', 'nobility']"
1956,Gerry,"['Mystery', 'Drama', 'Adventure']","['CaseyAffleck', 'MattDamon']",['Gus Van Sant'],['Gus Van Sant'],"['desperation', 'highway', 'wilderness', 'gettinglost', 'friendship', 'murder', 'bestfriend', 'desert', 'verylittledialogue', 'tarkovskyesque', 'friend']"
306745,Freeheld,"['Romance', 'Drama']","['JulianneMoore', 'EllenPage', 'SteveCarell', 'MichaelShannon', 'LukeGrimes']",['Peter Sollett'],['Ron Nyswaner'],"['newjersey', 'equality', 'lesbianrelationship', 'cancer']"
47088,The Extra Man,['Comedy'],"['KevinKline', 'PaulDano', 'KatieHolmes', 'JohnC.Reilly', 'DanHedaya']",['Robert Pulcini'],['Jonathan Ames'],"['independentfilm', 'womandirector']"
15013,Wah-Wah,['Drama'],"['GabrielByrne', 'EmilyWatson', 'JulieWalters', 'NicholasHoult', 'MirandaRichardson']",['Richard E. Grant'],['Richard E. Grant'],"['adultery', 'braintumor', 'southafrica', 'alcoholism', 'divorce']"
78381,Twixt,"['Horror', 'Thriller']","['ValKilmer', 'BruceDern', 'BenChaplin', 'ElleFanning', 'JoanneWhalley']",['Francis Ford Coppola'],['Francis Ford Coppola'],"['sheriff', 'vampire', 'orphanage', 'writer', 'edgarallenpoe', 'ghost', 'murdermystery']"
8879,Pale Rider,"['Romance', 'Western']","['ClintEastwood', 'MichaelMoriarty', 'CarrieSnodgress', 'ChrisPenn', 'RichardDysart']",['Clint Eastwood'],['Michael Butler'],"['gunslinger', 'showdown', 'marshal', 'blackmail', 'mine', 'settler', 'goldminingtown', 'violence', 'killer', 'preacher', 'goldminer', 'strangeperson']"
13001,Stargate: The Ark of Truth,"['Adventure', 'ScienceFiction']","['BenBrowder', 'AmandaTapping', 'ChristopherJudge', 'MichaelShanks', 'BeauBridges']",['Robert C. Cooper'],['Robert C. Cooper'],"['wormhole', 'spacetravel', 'supernaturalpowers', 'spaceship', 'alien']"
9571,Dazed and Confused,"['Comedy', 'Drama']","['JasonLondon', 'RoryCochrane', 'WileyWiggins', 'SashaJenson', 'MichelleBurke']",['Richard Linklater'],['Richard Linklater'],"['1970s', 'texas', 'highschool', 'comedy', 'comingofage', 'summer', 'teenager', 'perioddrama', 'greatsoundtrack']"
325373,Two Lovers and a Bear,"['Drama', 'Romance']","['DaneDeHaan', 'TatianaMaslany', 'GordonPinsent', 'JohnRalston', 'JoelGagne']",['Kim Nguyen'],['Kim Nguyen'],"['smalltown', 'lovers', 'bear', 'northpole']"
2211,Aimee & Jaguar,"['Drama', 'History', 'Romance']","['MariaSchrader', 'JulianeKöhler', 'JohannaWokalek', 'HeikeMakatsch', 'ElisabethDegen']",['Max Färberböck'],['Rona Munro'],"['berlin', 'jew', 'forbiddenlove', 'lesbianrelationship', 'homosexuality', 'lesbianinterest']"
13919,The Chumscrubber,"['Comedy', 'Drama']","['JamieBell', 'CamillaBelle', 'JustinChatwin', 'GlennClose', 'KathiCopeland']",['Arie Posin'],['Zac Stanford'],"['suicide', 'fathersonrelationship', 'surreal', 'independentfilm', 'parallelworld']"
82505,House at the End of the Street,"['Horror', 'Thriller']","['JenniferLawrence', 'MaxThieriot', 'ElisabethShue', 'GilBellows', 'NolanGerardFunk']",['Mark Tonderai'],['David Loucka'],"['motherdaughterrelationship', 'crossdressing', 'violence', 'mothersonrelationship', 'fathersonconflict']"
7347,Tropa de Elite,"['Drama', 'Action', 'Crime']","['WagnerMoura', 'CaioJunqueira', 'AndréRamiro', 'MilhemCortaz', 'FernandaMachado']",['José Padilha'],['Rodrigo Pimentel'],"['slum', 'policebrutality', 'brazilian', 'warondrugs', 'riodejaneiro', 'drugtraffic', 'drugdealer', 'torturebythepolice', 'specialforces', 'lawenforcement']"
34723,The Adventures of Huck Finn,"['Action', 'Adventure', 'Drama', 'Family']","['ElijahWood', 'CourtneyB.Vance', 'RobbieColtrane', 'JasonRobards', 'RonPerlman']",['Stephen Sommers'],['Stephen Sommers'],"['southernaccent', 'wantedman', 'lynchmob', 'reflectioninwater', 'lesson', 'nosebleed', 'bloodhound', 'fakeaccent', 'gravedigging']"
9430,Go,"['Crime', 'Comedy', 'Thriller']","['SarahPolley', 'KatieHolmes', 'JayMohr', 'TimothyOlyphant', 'WilliamFichtner']",['Doug Liman'],['John August'],"['ecstasy', 'drugdealing', 'drug', 'referencetofamilycircus', 'high', 'bisexualman', 'multiplestorylines']"
10514,The Andromeda Strain,"['ScienceFiction', 'Thriller']","['ArthurHill', 'DavidWayne', 'JamesOlson', 'KateReid', 'PaulaKelly']",['Robert Wise'],['Nelson Gidding'],"['nasa', 'newmexico', 'biologicalweapon', 'epilepsy', 'secretlab', 'alienphenomenons', 'chemistry', 'biology', 'suspense', 'nuclearthreat', 'science']"
10496,Bats,"['Horror', 'Thriller']","['LouDiamondPhillips', 'DinaMeyer', 'BobGunton', 'LeonRobinson', 'CarlosJacott']",['Louis Morneau'],['John Logan'],"['mutation', 'bat', 'attack', 'closedmine', 'batattack', 'boyeaten']"
1591,Nirgendwo in Afrika,['Drama'],"['JulianeKöhler', 'MerabNinidze', 'SidedeOnyulo', 'MatthiasHabich', 'LeaKurka']",['Caroline Link'],['Susanne Liebetrau'],"['lossoffamily', 'emigration', 'worldwarii', 'jew', 'nationalsocialism', 'kenia', 'onlychild', 'farm', 'marriagecrisis', 'capture', 'womandirector', 'emigrant']"
76025,Shame,['Drama'],"['MichaelFassbender', 'CareyMulligan', 'JamesBadgeDale', 'NicoleBeharie', 'AlexManette']",['Steve McQueen'],['Abi Morgan'],"['pornography', 'brothersisterrelationship', 'sexaddiction', 'newyorkcity', 'thirtysomething', 'sexaddict']"
4836,Layer Cake,"['Drama', 'Thriller', 'Crime']","['DanielCraig', 'TomHardy', 'ColmMeaney', 'GeorgeHarris', 'SallyHawkins']",['Matthew Vaughn'],['J.J. Connolly'],"['kidnapping', 'ecstasy', 'drugtraffic', 'drugmule', 'hitman', 'missionofmurder', 'plannedmurder', 'drugsmuggle', 'exit', 'murder']"
5708,Control,['Drama'],"['SamRiley', 'SamanthaMorton', 'AlexandraMariaLara', 'JoeAnderson', 'JamesAnthonyPearson']",['Anton Corbijn'],['Matt Greenhalgh'],"['manchestercity', 'medicine', 'newlove', 'epilepsy', 'wife', 'punk', 'recordingcontract', 'recordproducer', 'recordlabel', 'music', 'independentfilm', 'extramaritalaffair', 'musicband']"
338,"Good bye, Lenin!","['Comedy', 'Drama', 'Romance']","['DanielBrühl', 'KatrinSass', 'ChulpanKhamatova', 'MariaSimon', 'FlorianLukas']",['Wolfgang Becker'],['Bernd Lichtenberg'],"['bureaucracy', 'berlinwall', 'policestate', 'coma', 'lossofmother', 'wifehusbandrelationship', 'patriotism', 'germandemocraticrepublic', 'socialism', 'newsbroadcast', 'lossoffather', 'lenin', 'single', '\\xa0', 'filmescontraocomunismo']"
21641,The Damned United,['Drama'],"['MichaelSheen', 'TimothySpall', 'ColmMeaney', 'JimBroadbent', 'MauriceRoeves']",['Tom Hooper'],['Peter Morgan'],"['england', 'leedsunited', 'sport', 'brighton', 'soccer', 'cup', 'derbycounty', 'management', 'soccerteam']"
10925,The Return of the Living Dead,"['Comedy', 'Horror']","['CluGulager', 'JamesKaren', 'DonCalfa', 'ThomMathews', 'JohnPhilbin']","[""Dan O'Bannon""]","[""Dan O'Bannon""]","['femalenudity', 'crematorium', 'nudity', 'punk', 'company', 'independentfilm', 'undead', 'decapitation', 'zombie', 'paramedic', 'attic', 'cemetary', 'dismemberment', 'warehouse', 'stairs', 'nightofthelivingdead', 'walkingdead', 'louisville']"
621,Grease,['Romance'],"['JohnTravolta', 'OliviaNewton-John', 'StockardChanning', 'JeffConaway', 'DidiConn']",['Randal Kleiser'],['Bronte Woodard'],"['flyingcar', 'streetgang', 'running', 'graduation', 'musical', 'rivalry', 'gossip', 'makeover', 'basedonstagemusical', 'automobileracing', 'nostalgic', 'greaser', 'wolfwhistle', 'schooldance', 'animatedcredits', 'peprally', 'wrongsideofthetracks', 'mooning', 'schoolprincipal']"
792,Platoon,"['Drama', 'War', 'Action']","['TomBerenger', 'CharlieSheen', 'WillemDafoe', 'ForestWhitaker', 'JohnC.McGinley']",['Oliver Stone'],['Oliver Stone'],"['famousscore', 'hero', 'mine', 'vietnamwar', 'village', 'gore', 'jungle', 'fword', 'soldier', 'battle', 'combat', '1960s']"
642,Butch Cassidy and the Sundance Kid,"['History', 'Drama', 'Western', 'Crime']","['PaulNewman', 'RobertRedford', 'KatharineRoss', 'StrotherMartin', 'HenryJones']",['George Roy Hill'],['William Goldman'],"['wyoming', 'historicalfigure', 'lootsharing']"
433,Mary Poppins,"['Comedy', 'Family', 'Fantasy']","['JulieAndrews', 'DickVanDyke', 'DavidTomlinson', 'GlynisJohns', 'HermioneBaddeley']",['Robert Stevenson'],['Don DaGradi'],"['londonengland', 'dancing', 'parentskidsrelationship', 'bank', 'brothersisterrelationship', 'famousscore', 'confidence', 'nanny', 'laughing', 'magic', 'chimneysweeper', 'musical', 'liveactionandanimation']"
16619,Ordinary People,['Drama'],"['DonaldSutherland', 'MaryTylerMoore', 'JuddHirsch', 'TimothyHutton', 'M.EmmetWalsh']",['Robert Redford'],['Alvin Sargent'],"['posttraumaticstressdisorder', 'depression', 'suicideattempt', 'grief', 'dysfunctionalfamily', 'guilt', 'deathofson', 'grieving']"
1725,West Side Story,"['Crime', 'Drama', 'Music']","['NatalieWood', 'RichardBeymer', 'RussTamblyn', 'RitaMoreno', 'GeorgeChakiris']",['Jerome Robbins'],['Jerome Robbins'],"['slum', 'streetgang', 'loveatfirstsight', 'showdown', 'puertorican', 'immigrant', 'highway', 'forbiddenlove', 'musical', 'rivalry', 'feud', 'interracialrelationship', 'sondheim', 'attemptedrape', 'policeman', 'basedonstagemusical', 'obsessivelove', 'liftingfemaleinair', 'younglove', 'moderndayadaptation', 'shakespeareinmoderndress']"
11977,Caddyshack,['Comedy'],"['ChevyChase', 'RodneyDangerfield', 'TedKnight', '""MichaelOKeefe""', 'BillMurray']",['Harold Ramis'],['Douglas Kenney'],"['golf', 'underwear', 'sport', 'golfcourse', 'gopher']"
16158,The Wood,"['Comedy', 'Drama', 'Romance']","['OmarEpps', 'RichardT.Jones', 'TayeDiggs', 'MalindaWilliams', 'SeanNelson']",['Rick Famuyiwa'],['Rick Famuyiwa'],['']
10160,A Nightmare on Elm Street 5: The Dream Child,"['Horror', 'Thriller']","['RobertEnglund', 'LisaWilcox', 'ErikaAnderson', 'ValorieArmstrong', 'MichaelAshton']",['Stephen Hopkins'],['Leslie Bohem'],"['nun', 'baby', 'monster', 'asylum', 'nightmare', 'supernatural', 'resurrection', 'vision', 'torture', 'pregnancy', 'birth', 'disfigurement', 'fetus', 'womb', 'dreams']"
11452,National Lampoon’s Van Wilder,"['Comedy', 'Romance']","['RyanReynolds', 'TaraReid', 'TimMatheson', 'KalPenn', 'SimonHelberg']",['Walt Becker'],['Brent Goldberg'],"['malenudity', 'femalenudity', 'sex', 'college', 'lockerroom', 'doggystyle', 'flirting', 'exposé', 'pug', 'bonbon', 'fraternitypledge', 'greekletter', 'laxative']"
12163,The Wrestler,"['Drama', 'Romance']","['MickeyRourke', 'MarisaTomei', 'EvanRachelWood', 'MarkMargolis', 'ToddBarry']",['Darren Aronofsky'],['Robert D. Siegel'],"['supermarket', 'heartattack', 'ambition', 'daughter', 'wrestling', 'sport', 'stripper', 'steroids', 'fame', 'barbedwire', 'wrestler', 'redemption']"
32275,Duel in the Sun,['Western'],"['JenniferJones', 'JosephCotten', 'GregoryPeck', 'LionelBarrymore', 'HerbertMarshall']",['King Vidor'],['David O. Selznick'],['halfbreed']
13785,Best in Show,['Comedy'],"['JayBrazeau', 'ParkerPosey', 'MichaelHitchcock', '""CatherineOHara""', 'EugeneLevy']",['Christopher Guest'],['Eugene Levy'],"['illinois', 'petshop', 'poodle', 'independentfilm', 'mockumentary', 'terrier', 'kimono']"
1103,Escape from New York,"['ScienceFiction', 'Action']","['KurtRussell', 'LeeVanCleef', 'ErnestBorgnine', 'DonaldPleasence', 'IsaacHayes']",['John Carpenter'],['Nick Castle'],"['taxi', 'streetgang', 'usapresident', 'warveteran', 'hostage', 'kidnapping', 'liberationofprisoners', 'antihero', 'gangsterboss', 'dystopia', 'policeoperation', 'attempttoescape', 'cyberpunk', 'reluctanthero']"
14144,Daddy Day Camp,"['Comedy', 'Family']","['CubaGoodingJr.', 'TamalaJones', 'PaulRae', 'LochlynMunro', 'RichardGant']",['Fred Savage'],['Geoff Rodkey'],"['competition', 'grandfathergrandsonrelationship', 'vomit', 'summercamp', 'toilet', 'rivalry', 'colonel']"
10622,一個好人,"['Crime', 'Action', 'Comedy']","['JackieChan', 'RichardNorton', 'MikiLee', 'GabrielleFitzpatrick', 'KarenMcLymont']",['Sammo Hung'],['Fibe Ma'],"['journalist', 'martialarts', 'cook', 'drugdealer']"
11191,Mystic Pizza,"['Comedy', 'Drama', 'Romance']","['AnnabethGish', 'JuliaRoberts', 'LiliTaylor', '""VincentDOnofrio""', 'WilliamR.Moses']",['Donald Petrie'],['Randy Howze'],"['independentfilm', 'commitment', 'lobster', 'portugueseamerican']"
10215,Sliding Doors,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['GwynethPaltrow', 'JohnHannah', 'JohnLynch', 'JeanneTripplehorn', 'ZaraTurner']",['Peter Howitt'],['Peter Howitt'],"['doublelife', 'commercial', 'fantasy', 'chance', 'marketing', 'timetravel', 'inflagranti', 'ambiguousending', 'alternativereality']"
1523,The Last King of Scotland,['Drama'],"['ForestWhitaker', 'JamesMcAvoy', 'SimonMcBurney', 'GillianAnderson', 'KerryWashington']",['Kevin Macdonald'],['Jeremy Brock'],"['dictator', '1970s', 'general', 'kidnapping', 'naivety', 'luxury', 'oscaraward', 'charisma', 'polygamy', 'uganda', 'dictatorship']"
11361,Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']","['DonaldPleasence', 'DanielleHarris', 'EllieCornell', 'BeauStarr', 'DonShanks']",['Dominique Othenin-Girard'],['Michael Jacobs'],"['sheriff', 'barn', 'black', 'sequel', 'boogeyman', 'maskedkiller', 'slasher', 'youth', 'psychiatrist', 'killer', 'kitten', 'scythe', 'heroine', 'pitchfork', 'psychotronic', 'michaelmyers']"
92591,Bernie,"['Comedy', 'Crime', 'Drama']","['JackBlack', 'ShirleyMacLaine', 'MatthewMcConaughey', 'BradyColeman', 'TommyG.Kendrick']",['Richard Linklater'],['Skip Hollandsworth'],"['prisonvisit', 'funeraldirector', 'funeralhome', 'amateurtheater', 'embezzlement', 'missingpersonscase', 'hiddencorpse', 'estrangedfamilymember', 'jurytrial', 'hick', 'stockbroker', 'corpseinfreezer', 'confessionofcrime', 'duringcreditsstinger']"
12509,Pollock,"['Drama', 'Romance']","['EdHarris', 'MarciaGayHarden', 'TomBower', 'JenniferConnelly', 'BudCort']",['Ed Harris'],['Barbara Turner'],"['artist', 'success', 'relationshipproblems', 'alcoholism', 'independentfilm', 'fallinginlove']"
83686,The Words,"['Drama', 'Thriller']","['BradleyCooper', 'ZoeSaldana', 'JeremyIrons', 'DennisQuaid', 'OliviaWilde']",['Lee Sternthal'],['Lee Sternthal'],"['plagiarizedbook', 'stolennovel', 'plagiarizednovel', 'aspiringwriter']"
67913,The Guard,"['Action', 'Comedy', 'Thriller', 'Crime']","['BrendanGleeson', 'DonCheadle', 'LiamCunningham', 'MarkStrong', 'KatarinaCas']",['John Michael McDonagh'],['John Michael McDonagh'],"['prostitute', 'blackmail', 'drugsmuggle', 'ruralireland', 'dryhumour']"
